SurveyYr,Age,AgeMonths
2009_10,9,117
2009_10,39,478
2009_10,80,
2009_10,32,392
2009_10,56,672
2009_10,17,214
2009_10,18,219
2009_10,0,2
2009_10,16,201
2009_10,29,356
2009_10,69,839
2009_10,25,308
2009_10,52,629
2009_10,18,220
2009_10,28,343
2009_10,40,488
2009_10,51,616
2009_10,20,250
2009_10,72,864
2009_10,10,125
2009_10,65,784
2009_10,80,
2009_10,24,298
2009_10,18,224
2009_10,57,689
2009_10,45,549
2009_10,28,346
2009_10,8,107
2009_10,22,275
2009_10,49,592
2009_10,11,143
2009_10,34,414
2009_10,69,835
2009_10,33,396
2009_10,31,380
2009_10,62,747
2009_10,0,7
2009_10,7,85
2009_10,61,741
2009_10,75,900
2009_10,47,564
2009_10,35,428
2009_10,78,946
2009_10,8,102
2009_10,54,650
2009_10,56,678
2009_10,30,366
2009_10,73,876
2009_10,21,253
2009_10,33,400
2009_10,45,547
2009_10,41,496
2009_10,80,
2009_10,0,6
2009_10,0,3
2009_10,71,852
2009_10,44,531
2009_10,65,780
2009_10,24,292
2009_10,63,758
2009_10,22,273
2009_10,80,
2009_10,64,770
2009_10,0,9
2009_10,10,122
2009_10,0,1
2009_10,58,697
2009_10,46,555
2009_10,2,32
2009_10,3,41
2009_10,19,233
2009_10,20,245
2009_10,31,381
2009_10,15,191
2009_10,16,203
2009_10,42,513
2009_10,78,940
2009_10,60,721
2009_10,38,467
2009_10,11,140
2009_10,54,656
2009_10,77,933
2009_10,50,606
2009_10,16,196
2009_10,1,19
2009_10,52,624
2009_10,54,654
2009_10,19,235
2009_10,14,171
2009_10,9,109
2009_10,43,520
2009_10,52,628
2009_10,37,451
2009_10,59,715
2009_10,13,164
2009_10,19,228
2009_10,59,713
2009_10,58,707
2009_10,24,288
2009_10,68,825
2009_10,15,189
2009_10,29,348
2009_10,39,470
2009_10,30,363
2009_10,35,423
2009_10,25,310
2009_10,32,388
2009_10,49,595
2009_10,78,944
2009_10,15,188
2009_10,64,769
2009_10,39,475
2009_10,36,435
2009_10,64,777
2009_10,72,873
2009_10,63,767
2009_10,24,293
2009_10,75,902
2009_10,60,722
2009_10,50,603
2009_10,25,305
2009_10,6,73
2009_10,35,424
2009_10,18,223
2009_10,64,777
2009_10,67,813
2009_10,44,533
2009_10,48,578
2009_10,76,917
2009_10,7,84
2009_10,18,217
2009_10,4,50
2009_10,43,517
2009_10,39,478
2009_10,80,
2009_10,71,853
2009_10,66,794
2009_10,25,311
2009_10,14,174
2009_10,2,31
2009_10,80,
2009_10,8,99
2009_10,13,158
2009_10,77,925
2009_10,44,530
2009_10,80,
2009_10,44,538
2009_10,31,373
2009_10,56,675
2009_10,28,338
2009_10,67,809
2009_10,10,127
2009_10,38,464
2009_10,14,168
2009_10,51,612
2009_10,15,185
2009_10,6,75
2009_10,30,362
2009_10,63,763
2009_10,52,629
2009_10,73,883
2009_10,58,697
2009_10,68,820
2009_10,35,431
2009_10,12,148
2009_10,53,641
2009_10,47,571
2009_10,28,345
2009_10,34,413
2009_10,14,173
2009_10,19,229
2009_10,73,883
2009_10,26,316
2009_10,31,381
2009_10,37,447
2009_10,36,438
2009_10,13,163
2009_10,52,626
2009_10,3,41
2009_10,64,776
2009_10,80,
2009_10,11,135
2009_10,25,306
2009_10,34,408
2009_10,0,11
2009_10,61,740
2009_10,1,12
2009_10,19,234
2009_10,15,186
2009_10,33,407
2009_10,29,350
2009_10,76,913
2009_10,18,220
2009_10,0,6
2009_10,44,537
2009_10,39,473
2009_10,7,90
2009_10,23,279
2009_10,32,390
2009_10,17,204
2009_10,36,434
2009_10,67,810
2009_10,80,
2009_10,77,934
2009_10,31,376
2009_10,53,647
2009_10,73,884
2009_10,50,611
2009_10,19,238
2009_10,80,
2009_10,55,664
2009_10,68,817
2009_10,1,21
2009_10,26,323
2009_10,17,208
2009_10,51,616
2009_10,44,539
2009_10,48,585
2009_10,16,194
2009_10,6,76
2009_10,43,518
2009_10,16,198
2009_10,9,113
2009_10,22,268
2009_10,3,47
2009_10,51,614
2009_10,64,771
2009_10,12,153
2009_10,27,326
2009_10,12,144
2009_10,9,116
2009_10,35,422
2009_10,70,849
2009_10,12,153
2009_10,2,28
2009_10,72,873
2009_10,20,241
2009_10,68,816
2009_10,36,439
2009_10,12,155
2009_10,11,134
2009_10,28,344
2009_10,6,73
2009_10,23,284
2009_10,6,79
2009_10,28,337
2009_10,44,535
2009_10,73,876
2009_10,80,
2009_10,36,443
2009_10,80,
2009_10,6,73
2009_10,37,445
2009_10,38,465
2009_10,0,2
2009_10,16,193
2009_10,9,119
2009_10,52,635
2009_10,14,171
2009_10,20,249
2009_10,26,315
2009_10,53,640
2009_10,2,25
2009_10,1,15
2009_10,51,620
2009_10,65,785
2009_10,5,64
2009_10,44,529
2009_10,14,172
2009_10,2,26
2009_10,15,186
2009_10,23,287
2009_10,1,18
2009_10,16,201
2009_10,1,12
2009_10,66,801
2009_10,46,561
2009_10,53,636
2009_10,59,715
2009_10,69,837
2009_10,10,125
2009_10,2,24
2009_10,28,342
2009_10,55,670
2009_10,13,166
2009_10,22,272
2009_10,72,872
2009_10,2,28
2009_10,44,530
2009_10,25,301
2009_10,52,632
2009_10,56,677
2009_10,73,876
2009_10,2,25
2009_10,57,684
2009_10,75,901
2009_10,66,795
2009_10,47,564
2009_10,27,334
2009_10,42,504
2009_10,22,272
2009_10,2,32
2009_10,52,632
2009_10,39,473
2009_10,26,313
2009_10,13,158
2009_10,2,25
2009_10,14,169
2009_10,53,636
2009_10,30,370
2009_10,43,518
2009_10,8,98
2009_10,27,325
2009_10,55,665
2009_10,23,287
2009_10,0,3
2009_10,7,92
2009_10,1,23
2009_10,28,337
2009_10,51,622
2009_10,11,140
2009_10,80,
2009_10,65,789
2009_10,15,189
2009_10,14,169
2009_10,34,413
2009_10,68,825
2009_10,11,133
2009_10,37,448
2009_10,4,58
2009_10,47,573
2009_10,59,718
2009_10,24,297
2009_10,53,642
2009_10,1,16
2009_10,44,534
2009_10,18,218
2009_10,68,817
2009_10,80,
2009_10,4,55
2009_10,55,671
2009_10,47,569
2009_10,39,469
2009_10,63,766
2009_10,21,261
2009_10,9,115
2009_10,57,687
2009_10,43,523
2009_10,5,67
2009_10,70,847
2009_10,29,349
2009_10,6,76
2009_10,24,298
2009_10,80,
2009_10,45,541
2009_10,71,863
2009_10,56,681
2009_10,21,259
2009_10,24,298
2009_10,3,36
2009_10,22,268
2009_10,52,631
2009_10,74,891
2009_10,24,289
2009_10,18,222
2009_10,0,10
2009_10,51,613
2009_10,16,198
2009_10,52,633
2009_10,26,318
2009_10,9,115
2009_10,32,390
2009_10,17,206
2009_10,12,149
2009_10,37,448
2009_10,80,
2009_10,6,81
2009_10,23,282
2009_10,46,557
2009_10,27,325
2009_10,74,898
2009_10,18,225
2009_10,46,563
2009_10,14,174
2009_10,41,492
2009_10,15,183
2009_10,39,471
2009_10,68,817
2009_10,37,446
2009_10,68,816
2009_10,72,874
2009_10,77,928
2009_10,25,311
2009_10,4,50
2009_10,47,575
2009_10,11,136
2009_10,40,483
2009_10,43,517
2009_10,6,73
2009_10,25,305
2009_10,28,344
2009_10,54,651
2009_10,7,85
2009_10,23,282
2009_10,17,210
2009_10,39,472
2009_10,70,846
2009_10,53,636
2009_10,80,
2009_10,1,17
2009_10,42,513
2009_10,16,203
2009_10,59,718
2009_10,46,563
2009_10,8,105
2009_10,75,907
2009_10,24,292
2009_10,4,57
2009_10,30,364
2009_10,13,158
2009_10,55,665
2009_10,47,575
2009_10,21,261
2009_10,8,104
2009_10,50,605
2009_10,35,422
2009_10,66,793
2009_10,28,337
2009_10,47,568
2009_10,6,79
2009_10,44,535
2009_10,77,930
2009_10,31,375
2009_10,59,718
2009_10,4,49
2009_10,32,385
2009_10,22,270
2009_10,28,345
2009_10,10,129
2009_10,27,335
2009_10,41,503
2009_10,59,709
2009_10,11,142
2009_10,33,399
2009_10,39,471
2009_10,62,744
2009_10,44,533
2009_10,57,686
2009_10,51,615
2009_10,42,511
2009_10,56,676
2009_10,18,218
2009_10,19,231
2009_10,49,592
2009_10,43,517
2009_10,17,210
2009_10,54,659
2009_10,30,367
2009_10,40,485
2009_10,59,718
2009_10,43,518
2009_10,80,
2009_10,43,516
2009_10,1,18
2009_10,63,762
2009_10,45,546
2009_10,34,417
2009_10,67,804
2009_10,24,289
2009_10,1,22
2009_10,41,499
2009_10,0,2
2009_10,40,487
2009_10,53,643
2009_10,1,17
2009_10,63,757
2009_10,6,75
2009_10,6,73
2009_10,74,898
2009_10,31,377
2009_10,31,377
2009_10,20,241
2009_10,54,657
2009_10,12,145
2009_10,80,
2009_10,9,117
2009_10,40,487
2009_10,8,98
2009_10,36,439
2009_10,12,147
2009_10,51,619
2009_10,19,239
2009_10,55,670
2009_10,42,509
2009_10,0,2
2009_10,37,449
2009_10,15,187
2009_10,20,240
2009_10,37,448
2009_10,38,465
2009_10,22,271
2009_10,15,186
2009_10,61,738
2009_10,74,895
2009_10,30,368
2009_10,59,713
2009_10,32,395
2009_10,20,240
2009_10,38,458
2009_10,38,461
2009_10,40,487
2009_10,35,420
2009_10,59,710
2009_10,60,730
2009_10,17,215
2009_10,17,206
2009_10,73,887
2009_10,41,503
2009_10,51,613
2009_10,79,
2009_10,63,760
2009_10,58,700
2009_10,52,627
2009_10,75,907
2009_10,47,571
2009_10,44,537
2009_10,3,39
2009_10,9,118
2009_10,32,384
2009_10,1,18
2009_10,63,760
2009_10,26,323
2009_10,17,214
2009_10,44,534
2009_10,43,526
2009_10,15,184
2009_10,56,673
2009_10,3,47
2009_10,70,844
2009_10,17,204
2009_10,80,
2009_10,38,463
2009_10,15,183
2009_10,28,339
2009_10,37,449
2009_10,56,674
2009_10,6,79
2009_10,3,39
2009_10,72,872
2009_10,8,98
2009_10,37,452
2009_10,20,242
2009_10,22,270
2009_10,18,217
2009_10,35,422
2009_10,52,628
2009_10,17,215
2009_10,15,190
2009_10,18,227
2009_10,14,175
2009_10,80,
2009_10,28,340
2009_10,54,658
2009_10,29,359
2009_10,75,901
2009_10,60,722
2009_10,16,199
2009_10,30,365
2009_10,17,209
2009_10,3,45
2009_10,17,213
2009_10,29,349
2009_10,33,400
2009_10,8,100
2009_10,9,108
2009_10,11,137
2009_10,48,584
2009_10,22,271
2009_10,31,372
2009_10,24,296
2009_10,59,709
2009_10,35,424
2009_10,41,500
2009_10,31,375
2009_10,52,627
2009_10,50,607
2009_10,41,498
2009_10,30,365
2009_10,14,171
2009_10,29,348
2009_10,16,194
2009_10,0,11
2009_10,29,354
2009_10,45,551
2009_10,61,732
2009_10,40,490
2009_10,24,295
2009_10,60,726
2009_10,20,240
2009_10,79,
2009_10,80,
2009_10,13,158
2009_10,20,248
2009_10,46,558
2009_10,50,611
2009_10,62,749
2009_10,8,102
2009_10,39,469
2009_10,40,482
2009_10,43,521
2009_10,40,480
2009_10,0,5
2009_10,17,208
2009_10,52,625
2009_10,44,529
2009_10,38,459
2009_10,0,11
2009_10,25,309
2009_10,49,597
2009_10,62,754
2009_10,27,326
2009_10,7,90
2009_10,80,
2009_10,28,344
2009_10,9,113
2009_10,37,453
2009_10,73,879
2009_10,68,826
2009_10,47,566
2009_10,75,905
2009_10,18,226
2009_10,9,110
2009_10,7,91
2009_10,10,120
2009_10,65,783
2009_10,62,745
2009_10,47,564
2009_10,22,273
2009_10,7,91
2009_10,11,134
2009_10,47,572
2009_10,7,91
2009_10,9,111
2009_10,34,415
2009_10,20,248
2009_10,5,70
2009_10,48,580
2009_10,35,422
2009_10,33,402
2009_10,43,519
2009_10,55,667
2009_10,19,234
2009_10,67,814
2009_10,71,856
2009_10,64,769
2009_10,34,418
2009_10,15,182
2009_10,64,777
2009_10,29,357
2009_10,29,350
2009_10,43,526
2009_10,23,279
2009_10,25,301
2009_10,30,367
2009_10,47,569
2009_10,2,35
2009_10,6,78
2009_10,59,716
2009_10,60,722
2009_10,16,202
2009_10,26,323
2009_10,16,195
2009_10,80,
2009_10,6,78
2009_10,17,210
2009_10,47,573
2009_10,29,354
2009_10,49,592
2009_10,5,65
2009_10,18,225
2009_10,67,804
2009_10,8,107
2009_10,77,932
2009_10,6,75
2009_10,23,286
2009_10,4,48
2009_10,42,513
2009_10,57,692
2009_10,4,52
2009_10,43,521
2009_10,56,680
2009_10,5,71
2009_10,57,689
2009_10,20,240
2009_10,16,192
2009_10,45,550
2009_10,50,604
2009_10,39,478
2009_10,50,601
2009_10,0,5
2009_10,48,584
2009_10,3,43
2009_10,7,85
2009_10,0,9
2009_10,45,549
2009_10,34,411
2009_10,20,244
2009_10,52,630
2009_10,13,157
2009_10,28,346
2009_10,15,184
2009_10,11,132
2009_10,3,43
2009_10,9,113
2009_10,3,41
2009_10,55,671
2009_10,6,72
2009_10,8,100
2009_10,27,334
2009_10,18,216
2009_10,1,12
2009_10,76,912
2009_10,14,177
2009_10,3,45
2009_10,37,454
2009_10,10,120
2009_10,27,325
2009_10,7,85
2009_10,64,776
2009_10,22,267
2009_10,13,167
2009_10,52,625
2009_10,9,112
2009_10,11,136
2009_10,20,243
2009_10,7,86
2009_10,40,485
2009_10,46,552
2009_10,10,126
2009_10,47,568
2009_10,23,281
2009_10,71,859
2009_10,51,619
2009_10,63,756
2009_10,29,356
2009_10,47,575
2009_10,50,606
2009_10,43,526
2009_10,71,860
2009_10,41,501
2009_10,30,371
2009_10,72,872
2009_10,68,821
2009_10,46,562
2009_10,29,352
2009_10,31,373
2009_10,65,781
2009_10,33,405
2009_10,43,527
2009_10,28,337
2009_10,52,627
2009_10,51,619
2009_10,45,542
2009_10,21,258
2009_10,1,18
2009_10,63,761
2009_10,29,352
2009_10,51,618
2009_10,33,402
2009_10,15,187
2009_10,43,516
2009_10,60,731
2009_10,1,15
2009_10,70,849
2009_10,27,326
2009_10,19,239
2009_10,21,256
2009_10,12,148
2009_10,15,182
2009_10,61,738
2009_10,68,817
2009_10,30,360
2009_10,24,293
2009_10,49,598
2009_10,53,642
2009_10,50,604
2009_10,47,566
2009_10,7,89
2009_10,61,732
2009_10,33,404
2009_10,72,867
2009_10,73,886
2009_10,34,418
2009_10,36,432
2009_10,20,242
2009_10,15,191
2009_10,15,190
2009_10,41,498
2009_10,37,451
2009_10,11,141
2009_10,26,316
2009_10,2,29
2009_10,24,295
2009_10,43,525
2009_10,4,53
2009_10,44,532
2009_10,39,475
2009_10,16,196
2009_10,70,845
2009_10,28,336
2009_10,75,900
2009_10,64,772
2009_10,80,
2009_10,34,408
2009_10,80,
2009_10,26,317
2009_10,21,257
2009_10,41,503
2009_10,31,376
2009_10,43,527
2009_10,17,204
2009_10,45,544
2009_10,54,657
2009_10,26,317
2009_10,41,500
2009_10,19,232
2009_10,13,162
2009_10,28,347
2009_10,1,12
2009_10,26,319
2009_10,49,588
2009_10,39,474
2009_10,35,420
2009_10,19,239
2009_10,13,161
2009_10,10,122
2009_10,25,301
2009_10,47,567
2009_10,6,74
2009_10,23,287
2009_10,60,721
2009_10,79,
2009_10,41,502
2009_10,48,586
2009_10,15,188
2009_10,62,746
2009_10,41,493
2009_10,36,440
2009_10,67,808
2009_10,19,233
2009_10,78,944
2009_10,49,591
2009_10,66,801
2009_10,15,189
2009_10,80,
2009_10,34,416
2009_10,14,170
2009_10,23,285
2009_10,64,768
2009_10,2,27
2009_10,11,142
2009_10,23,282
2009_10,6,83
2009_10,12,152
2009_10,59,710
2009_10,41,501
2009_10,63,756
2009_10,10,121
2009_10,63,767
2009_10,66,796
2009_10,32,392
2009_10,43,519
2009_10,58,698
2009_10,11,141
2009_10,65,780
2009_10,40,480
2009_10,50,609
2009_10,5,68
2009_10,36,440
2009_10,21,259
2009_10,28,339
2009_10,18,227
2009_10,11,132
2009_10,13,162
2009_10,67,813
2009_10,53,645
2009_10,38,458
2009_10,60,726
2009_10,24,289
2009_10,78,942
2009_10,12,144
2009_10,9,111
2009_10,39,472
2009_10,77,924
2009_10,13,164
2009_10,46,560
2009_10,57,688
2009_10,55,660
2009_10,15,184
2009_10,40,491
2009_10,14,176
2009_10,62,744
2009_10,33,407
2009_10,20,251
2009_10,8,99
2009_10,0,11
2009_10,60,724
2009_10,71,852
2009_10,4,50
2009_10,30,367
2009_10,31,383
2009_10,4,54
2009_10,54,654
2009_10,4,48
2009_10,59,708
2009_10,40,481
2009_10,70,851
2009_10,40,481
2009_10,24,293
2009_10,39,474
2009_10,24,292
2009_10,37,454
2009_10,2,30
2009_10,0,2
2009_10,80,
2009_10,60,721
2009_10,44,532
2009_10,69,837
2009_10,2,30
2009_10,2,26
2009_10,10,121
2009_10,12,148
2009_10,24,295
2009_10,37,449
2009_10,23,281
2009_10,54,659
2009_10,47,570
2009_10,11,134
2009_10,15,181
2009_10,29,358
2009_10,67,815
2009_10,65,788
2009_10,33,404
2009_10,17,204
2009_10,11,138
2009_10,1,19
2009_10,78,936
2009_10,69,831
2009_10,35,427
2009_10,24,294
2009_10,79,
2009_10,31,377
2009_10,64,776
2009_10,11,133
2009_10,39,473
2009_10,71,857
2009_10,52,633
2009_10,29,357
2009_10,17,208
2009_10,76,923
2009_10,27,327
2009_10,52,630
2009_10,35,431
2009_10,22,268
2009_10,19,239
2009_10,17,204
2009_10,19,233
2009_10,4,58
2009_10,17,210
2009_10,36,441
2009_10,67,809
2009_10,22,274
2009_10,80,
2009_10,4,54
2009_10,25,309
2009_10,30,368
2009_10,22,272
2009_10,47,574
2009_10,36,433
2009_10,52,634
2009_10,8,97
2009_10,11,132
2009_10,63,762
2009_10,35,426
2009_10,14,171
2009_10,2,27
2009_10,3,46
2009_10,43,516
2009_10,11,140
2009_10,80,
2009_10,29,358
2009_10,61,734
2009_10,30,360
2009_10,29,353
2009_10,55,669
2009_10,36,439
2009_10,31,379
2009_10,12,155
2009_10,30,367
2009_10,33,399
2009_10,20,251
2009_10,64,777
2009_10,41,498
2009_10,45,551
2009_10,75,904
2009_10,4,49
2009_10,9,117
2009_10,17,208
2009_10,0,10
2009_10,36,443
2009_10,38,456
2009_10,3,42
2009_10,6,78
2009_10,10,123
2009_10,14,171
2009_10,22,269
2009_10,48,580
2009_10,39,474
2009_10,62,753
2009_10,72,875
2009_10,42,515
2009_10,1,23
2009_10,26,322
2009_10,24,296
2009_10,7,94
2009_10,57,695
2009_10,4,56
2009_10,49,588
2009_10,43,516
2009_10,53,646
2009_10,39,471
2009_10,66,800
2009_10,53,644
2009_10,4,55
2009_10,56,678
2009_10,1,16
2009_10,18,218
2009_10,68,825
2009_10,53,644
2009_10,68,819
2009_10,15,180
2009_10,71,853
2009_10,6,83
2009_10,27,334
2009_10,54,650
2009_10,55,671
2009_10,0,10
2009_10,49,597
2009_10,73,882
2009_10,56,683
2009_10,46,552
2009_10,30,365
2009_10,51,614
2009_10,56,672
2009_10,0,11
2009_10,48,585
2009_10,61,743
2009_10,17,205
2009_10,28,341
2009_10,80,
2009_10,6,79
2009_10,51,620
2009_10,40,486
2009_10,14,170
2009_10,25,310
2009_10,29,357
2009_10,9,117
2009_10,60,728
2009_10,12,146
2009_10,32,387
2009_10,75,902
2009_10,20,246
2009_10,6,82
2009_10,55,662
2009_10,71,862
2009_10,14,172
2009_10,31,376
2009_10,47,568
2009_10,11,140
2009_10,25,307
2009_10,57,694
2009_10,50,609
2009_10,56,681
2009_10,65,786
2009_10,39,473
2009_10,25,308
2009_10,8,96
2009_10,32,393
2009_10,10,131
2009_10,4,53
2009_10,38,462
2009_10,21,257
2009_10,54,657
2009_10,10,128
2009_10,33,407
2009_10,80,
2009_10,56,680
2009_10,59,715
2009_10,29,351
2009_10,22,264
2009_10,23,281
2009_10,80,
2009_10,47,567
2009_10,80,
2009_10,9,108
2009_10,56,676
2009_10,5,71
2009_10,3,45
2009_10,36,440
2009_10,4,55
2009_10,2,24
2009_10,39,474
2009_10,72,867
2009_10,69,836
2009_10,39,470
2009_10,11,140
2009_10,16,201
2009_10,25,300
2009_10,31,375
2009_10,15,185
2009_10,2,34
2009_10,20,241
2009_10,65,783
2009_10,7,85
2009_10,32,384
2009_10,45,542
2009_10,40,489
2009_10,15,183
2009_10,0,5
2009_10,28,342
2009_10,37,453
2009_10,60,730
2009_10,1,20
2009_10,26,322
2009_10,53,636
2009_10,1,12
2009_10,30,368
2009_10,71,854
2009_10,37,448
2009_10,32,395
2009_10,47,567
2009_10,13,167
2009_10,26,317
2009_10,4,56
2009_10,33,401
2009_10,40,480
2009_10,57,684
2009_10,39,473
2009_10,33,401
2009_10,17,215
2009_10,63,756
2009_10,37,453
2009_10,17,212
2009_10,17,210
2009_10,9,117
2009_10,7,90
2009_10,28,336
2009_10,65,781
2009_10,62,749
2009_10,41,502
2009_10,21,256
2009_10,39,472
2009_10,26,318
2009_10,11,143
2009_10,59,711
2009_10,60,720
2009_10,64,769
2009_10,19,239
2009_10,19,238
2009_10,4,48
2009_10,50,608
2009_10,80,
2009_10,15,181
2009_10,74,888
2009_10,61,743
2009_10,79,
2009_10,26,318
2009_10,6,76
2009_10,59,712
2009_10,39,470
2009_10,5,69
2009_10,60,730
2009_10,4,54
2009_10,11,134
2009_10,66,793
2009_10,38,461
2009_10,3,46
2009_10,80,
2009_10,39,474
2009_10,36,433
2009_10,54,659
2009_10,15,181
2009_10,27,325
2009_10,80,
2009_10,62,754
2009_10,30,366
2009_10,48,584
2009_10,1,23
2009_10,52,629
2009_10,26,313
2009_10,20,242
2009_10,41,496
2009_10,72,867
2009_10,43,522
2009_10,80,
2009_10,7,90
2009_10,45,551
2009_10,0,4
2009_10,16,194
2009_10,54,655
2009_10,9,119
2009_10,6,77
2009_10,28,343
2009_10,74,891
2009_10,6,76
2009_10,32,388
2009_10,40,483
2009_10,57,686
2009_10,17,205
2009_10,24,289
2009_10,31,378
2009_10,21,259
2009_10,58,704
2009_10,22,265
2009_10,1,16
2009_10,54,653
2009_10,28,337
2009_10,67,805
2009_10,14,170
2009_10,54,655
2009_10,20,241
2009_10,6,78
2009_10,55,666
2009_10,54,648
2009_10,7,90
2009_10,66,799
2009_10,25,310
2009_10,7,93
2009_10,9,108
2009_10,14,170
2009_10,47,565
2009_10,29,350
2009_10,0,9
2009_10,54,653
2009_10,11,133
2009_10,1,14
2009_10,54,649
2009_10,36,440
2009_10,60,730
2009_10,80,
2009_10,60,723
2009_10,43,526
2009_10,5,60
2009_10,46,560
2009_10,37,445
2009_10,75,910
2009_10,58,696
2009_10,78,947
2009_10,33,405
2009_10,3,39
2009_10,13,160
2009_10,16,196
2009_10,30,361
2009_10,63,759
2009_10,6,78
2009_10,55,668
2009_10,22,266
2009_10,44,539
2009_10,28,340
2009_10,73,883
2009_10,32,390
2009_10,8,96
2009_10,8,102
2009_10,40,489
2009_10,13,165
2009_10,2,31
2009_10,43,519
2009_10,28,337
2009_10,80,
2009_10,80,
2009_10,21,258
2009_10,30,364
2009_10,3,36
2009_10,38,456
2009_10,62,753
2009_10,27,329
2009_10,19,231
2009_10,47,571
2009_10,32,385
2009_10,48,586
2009_10,48,578
2009_10,80,
2009_10,33,402
2009_10,80,
2009_10,9,115
2009_10,12,148
2009_10,25,311
2009_10,14,168
2009_10,26,323
2009_10,19,234
2009_10,31,376
2009_10,34,411
2009_10,44,536
2009_10,0,5
2009_10,40,490
2009_10,8,101
2009_10,33,398
2009_10,61,741
2009_10,2,24
2009_10,50,608
2009_10,40,487
2009_10,2,32
2009_10,20,251
2009_10,3,47
2009_10,1,13
2009_10,61,734
2009_10,16,193
2009_10,1,13
2009_10,24,291
2009_10,8,99
2009_10,2,28
2009_10,48,577
2009_10,17,209
2009_10,8,96
2009_10,41,496
2009_10,49,588
